collection;nom_excel;titre_page;nom_carte;source;a_verifier
Plus grands joueurs de football;Raul Gonzalez;Raúl (football);Raúl González;wikipedia;
Plus grands joueurs de football;Luis Figo;Luís Figo;Luís Figo;wikipedia;
Plus grands joueurs de football;Cristiano Ronaldo;Cristiano Ronaldo;Cristiano Ronaldo;wikipedia;
Plus grands joueurs de football;Lionel Messi;Lionel Messi;Lionel Messi;wikipedia;
Plus grands joueurs de football;Neymar;Neymar;Neymar;wikipedia;
Plus grands joueurs de football;Kylian Mbappe;Kylian Mbappé;Kylian Mbappé;wikipedia;
Plus grands joueurs de football;Karim Benzema;Karim Benzema;Karim Benzema;wikipedia;
Plus grands joueurs de football;Antoine Griezmann;Antoine Griezmann;Antoine Griezmann;wikipedia;
Plus grands joueurs de football;N'Golo Kante;N'Golo Kanté;N'Golo Kanté;wikipedia;
Plus grands joueurs de football;Paul Pogba;Paul Pogba;Paul Pogba;wikipedia;
Plus grands joueurs de football;Raphael Varane;Raphaël Varane;Raphaël Varane;wikipedia;
Plus grands joueurs de football;Hugo Lloris;Hugo Lloris;Hugo Lloris;wikipedia;
Plus grands joueurs de football;Olivier Giroud;Olivier Giroud;Olivier Giroud;wikipedia;
Plus grands joueurs de football;Kevin De Bruyne;Kevin De Bruyne;Kevin De Bruyne;wikipedia;
Plus grands joueurs de football;Eden Hazard;Eden Hazard;Eden Hazard;wikipedia;
Plus grands joueurs de football;Romelu Lukaku;Romelu Lukaku;Romelu Lukaku;wikipedia;
Plus grands joueurs de football;Luka Modric;Luka Modrić;Luka Modrić;wikipedia;
Plus grands joueurs de football;Ivan Rakitic;Ivan Rakitić;Ivan Rakitić;wikipedia;
Plus grands joueurs de football;Robert Lewandowski;Robert Lewandowski;Robert Lewandowski;wikipedia;
Plus grands joueurs de football;Manuel Neuer;Manuel Neuer;Manuel Neuer;wikipedia;
Plus grands joueurs de football;Thomas Muller;Thomas Müller (football);Thomas Müller;wikipedia;
Plus grands joueurs de football;Toni Kroos;Toni Kroos;Toni Kroos;wikipedia;
Plus grands joueurs de football;Mesut Ozil;Mesut Özil;Mesut Özil;wikipedia;
Plus grands joueurs de football;Bastian Schweinsteiger;Bastian Schweinsteiger;Bastian Schweinsteiger;wikipedia;
Plus grands joueurs de football;Philipp Lahm;Philipp Lahm;Philipp Lahm;wikipedia;
Plus grands joueurs de football;Miroslav Klose;Miroslav Klose;Miroslav Klose;wikipedia;
Plus grands joueurs de football;Sergio Aguero;Sergio Agüero;Sergio Agüero;wikipedia;
Plus grands joueurs de football;Angel Di Maria;Ángel Di María;Ángel Di María;wikipedia;
Plus grands joueurs de football;Gonzalo Higuain;Gonzalo Higuaín;Gonzalo Higuaín;wikipedia;
Plus grands joueurs de football;Javier Zanetti;Javier Zanetti;Javier Zanetti;wikipedia;
Plus grands joueurs de football;Diego Forlan;Diego Forlán;Diego Forlán;wikipedia;
Plus grands joueurs de football;Luis Suarez;Luis Suárez (football, 1987);Luis Suárez;wikipedia;
Plus grands joueurs de football;Edinson Cavani;Edinson Cavani;Edinson Cavani;wikipedia;
Plus grands joueurs de football;James Rodriguez;James Rodríguez;James Rodríguez;wikipedia;
Plus grands joueurs de football;Radamel Falcao;Radamel Falcao;Radamel Falcao;wikipedia;
Plus grands joueurs de football;Didier Drogba;Didier Drogba;Didier Drogba;wikipedia;
Plus grands joueurs de football;Yaya Toure;Yaya Touré;Yaya Touré;wikipedia;
Plus grands joueurs de football;Samuel Eto'o;Samuel Eto'o;Samuel Eto'o;wikipedia;
Plus grands joueurs de football;George Weah;George Weah;George Weah;wikipedia;
Plus grands joueurs de football;Roger Milla;Roger Milla;Roger Milla;wikipedia;
Plus grands joueurs de football;Jay-Jay Okocha;Jay-Jay Okocha;Jay-Jay Okocha;wikipedia;
Plus grands joueurs de football;Michael Essien;Michael Essien;Michael Essien;wikipedia;
Plus grands joueurs de football;Mohamed Salah;Mohamed Salah;Mohamed Salah;wikipedia;
Plus grands joueurs de football;Sadio Mane;Sadio Mané;Sadio Mané;wikipedia;
Plus grands joueurs de football;Riyad Mahrez;Riyad Mahrez;Riyad Mahrez;wikipedia;
Plus grands joueurs de football;Son Heung-min;Son Heung-min;Son Heung-min;wikipedia;
Plus grands joueurs de football;Kaoru Mitoma;Kaoru Mitoma;Kaoru Mitoma;wikipedia;
Plus grands joueurs de football;Hidetoshi Nakata;Hidetoshi Nakata;Hidetoshi Nakata;wikipedia;
Plus grands joueurs de football;Park Ji-sung;Park Ji-sung;Park Ji-sung;wikipedia;
Plus grands joueurs de football;Tim Cahill;Tim Cahill;Tim Cahill;wikipedia;
Plus grands joueurs de football;Andres Escobar;Andrés Escobar Saldarriaga;Andrés Escobar;wikipedia;
Plus grands joueurs de football;Carlos Valderrama;Carlos Valderrama;Carlos Valderrama;wikipedia;
Plus grands joueurs de football;Rene Higuita;René Higuita;René Higuita;wikipedia;
Plus grands joueurs de football;Hristo Stoichkov;Hristo Stoitchkov;Hristo Stoichkov;excel-brut;X
Plus grands joueurs de football;Gheorghe Hagi;Gheorghe Hagi;Gheorghe Hagi;wikipedia;
Plus grands joueurs de football;Pavel Nedved;Pavel Nedvěd;Pavel Nedvěd;wikipedia;
Plus grands joueurs de football;Zlatan Ibrahimovic;Zlatan Ibrahimović;Zlatan Ibrahimović;wikipedia;
Plus grands joueurs de football;Henrik Larsson;Henrik Larsson;Henrik Larsson;wikipedia;
Plus grands joueurs de football;Peter Schmeichel;Peter Schmeichel;Peter Schmeichel;wikipedia;
Plus grands joueurs de football;Rio Ferdinand;Rio Ferdinand;Rio Ferdinand;wikipedia;
Plus grands joueurs de football;John Terry;John Terry (football);John Terry;wikipedia;
Plus grands joueurs de football;Ashley Cole;Ashley Cole;Ashley Cole;wikipedia;
Plus grands joueurs de football;Gary Neville;Gary Neville;Gary Neville;wikipedia;
Plus grands joueurs de football;Michael Owen;Michael Owen (football);Michael Owen;wikipedia;
Plus grands joueurs de football;Emmanuel Petit;Emmanuel Petit;Emmanuel Petit;wikipedia;
Plus grands joueurs de football;Youri Djorkaeff;Youri Djorkaeff;Youri Djorkaeff;wikipedia;
Plus grands joueurs de football;Bixente Lizarazu;Bixente Lizarazu;Bixente Lizarazu;wikipedia;
Plus grands joueurs de football;Robert Pires;Robert Pirès;Robert Pirès;wikipedia;
Plus grands joueurs de football;Nicolas Anelka;Nicolas Anelka;Nicolas Anelka;wikipedia;
Plus grands joueurs de football;Franck Ribery;Franck Ribéry;Franck Ribéry;wikipedia;
Plus grands joueurs de football;Samir Nasri;Samir Nasri;Samir Nasri;wikipedia;
Plus grands joueurs de football;Hatem Ben Arfa;Hatem Ben Arfa;Hatem Ben Arfa;wikipedia;
Plus grands joueurs de football;Mathieu Valbuena;Mathieu Valbuena;Mathieu Valbuena;wikipedia;
Plus grands joueurs de football;Blaise Matuidi;Blaise Matuidi;Blaise Matuidi;wikipedia;
Plus grands joueurs de football;Presnel Kimpembe;Presnel Kimpembe;Presnel Kimpembe;wikipedia;
Plus grands joueurs de football;Ousmane Dembele;Ousmane Dembélé;Ousmane Dembélé;wikipedia;
Plus grands joueurs de football;Adrien Rabiot;Adrien Rabiot;Adrien Rabiot;wikipedia;
Plus grands joueurs de football;Aurelien Tchouameni;Aurélien Tchouaméni;Aurélien Tchouaméni;wikipedia;
Plus grands joueurs de football;Eduardo Camavinga;Eduardo Camavinga;Eduardo Camavinga;wikipedia;
Plus grands joueurs de football;Erling Haaland;Erling Haaland;Erling Haaland;wikipedia;
Plus grands joueurs de football;Vinicius Junior;Vinícius Júnior;Vinícius Júnior;wikipedia;
Plus grands joueurs de football;Jude Bellingham;Jude Bellingham;Jude Bellingham;wikipedia;
Plus grands joueurs de football;Bukayo Saka;Bukayo Saka;Bukayo Saka;wikipedia;
Plus grands joueurs de football;Phil Foden;Phil Foden;Phil Foden;wikipedia;
Plus grands joueurs de football;Pedri;Pedri;Pedri;wikipedia;
